author,datePublished,summary,title
,"April 30, 2019 /  2:53 PM / a month ago",LONDON (Reuters) - Huawei denied on Tuesday a Bloomberg report saying that mobile operator Vodafone had found so-called hidden “backdoors” in software provided in 2011 by the Chinese company. ,Huawei denies report about hidden 'backdoors' in its software
,"April 30, 2019 /  8:37 AM / a month ago","LONDON (Reuters) - Telecoms group Vodafone found security flaws in equipment supplied by China’s Huawei to its Italian business in 2011 and 2012, the two companies said on Tuesday. ","Vodafone found security flaws in Huawei equipment in 2011, 2012"
,"April 30, 2019 /  3:53 PM / a month ago","LONDON (Reuters) - Security officials from British telecoms operators are to meet with the leading U.S. diplomat on cybersecurity in London on Tuesday to discuss the risks of equipment made by China’s Huawei, according to five people familiar with the matter. ","U.S. cyber official, British telcos to discuss Huawei in London meeting"
Sharon Bernstein,"April 26, 2019 /  2:10 AM / a month ago","SACRAMENTO, Calif. (Reuters) - Democratic presidential hopeful John Hickenlooper, a former governor of Colorado, will release an anti-monopoly plan in California on Friday that could challenge the dominance of such companies as Amazon and Google, his campaign told Reuters. ",Democratic hopeful Hickenlooper to take on monopolies in economic plan
"Joshua Franklin,Carl O'Donnell","April 30, 2019 /  8:21 PM / a month ago","NEW YORK (Reuters) - Uber Technologies Inc CEO Dara Khosrowshahi and his top management team took the ride-hailing giant’s investor roadshow for its initial public offering to New York on Tuesday, as demand for its shares already exceeded supply. ",Uber takes IPO roadshow to New York as demand builds up
"Ahmed Farhatha,Shradha Singh","April 30, 2019 /  11:23 AM / a month ago","(Reuters) - Shopify Inc raised its 2019 earnings forecast and posted a surprise quarterly profit on Tuesday on strong demand for its software that helps retailers sell goods online, sending its shares up 7 percent to a record high. ",Shopify raises FY forecast on demand for e-commerce tools; shares surge
"Jan  Wolfe,Richard Cowan","April 26, 2019 /  2:11 PM / a month ago","(Reuters) - The “i word” - impeachment - is swirling around the U.S. Congress since the release of Special Counsel Robert Mueller’s redacted Russia report, which painted a picture of lies, threats and confusion in Donald Trump’s White House. ",Explainer - What does it take to remove a U.S. president from office?
"Steve Gorman,Nate Raymond","April 25, 2019 /  10:14 PM / a month ago",(Reuters) - A federal judge in Washington state on Thursday blocked a Trump administration rule that would prohibit taxpayer-funded family planning clinics from referring patients to abortion providers. ,U.S. judge blocks new Trump abortion rule for health clinics
Lisa Baertlein,"May 1, 2019 /  5:12 AM / a month ago","LOS ANGELES (Reuters) - As Amazon.com Inc targets traditional brokerages that match shippers with truckers, it’s also battling a bevy of startups - including Uber Freight and a company funded by the e-commerce giant’s founder Jeff Bezos. ",Amazon's nascent freight service has a truckload of rivals
,"May 1, 2019 /  12:48 AM / a month ago",(Reuters) - A U.S. Securities and Exchange commissioner on Tuesday criticized a settlement between the regulator and Tesla Inc  CEO Elon Musk over his use of Twitter. ,SEC commissioner decries agency's deal with Tesla's Musk
Sheila  Dang,"May 1, 2019 /  11:25 AM / a month ago","(Reuters) - Comcast Corp unit Sky said on Wednesday it has adopted a new tool to improve audience data for its advertisers, as Comcast looks to expand its reach following its $40 billion acquisition of the UK pay-TV provider.  ",Comcast's Sky adopts CFlight tool to improve data for advertisers
Hilary Russ,"May 1, 2019 /  5:18 AM / a month ago","NEW YORK (Reuters) - Fnatic, the London-based global esports team owner, has raised $19 million in new funding and restructured its leadership as it plans a major expansion, the company said on Wednesday. ",Esports organization Fnatic raises $19 million for big expansion
Sheila  Dang,"May 1, 2019 /  1:17 PM / a month ago","(Reuters) - Alphabet Inc’s Google, the largest U.S. digital advertising platform, is facing increased competition from sites where people purchase products and places thought to be safe from potentially offensive content, advertising buyers say. ","Google's competition for advertising heats up from Amazon, rival platforms"
Kenneth Li,"May 1, 2019 /  1:04 PM / in a month","(Reuters) - Hulu on Wednesday said it has reached 26.8 million paid subscribers, a milestone that suggested rapid growth in the first four months of the year.  ","Hulu achieves rapid growth, hits 26.8 million paid subscribers"
,"May 1, 2019 /  6:31 PM / a month ago","LONDON (Reuters) - Fired by British Prime Minister Theresa May as defense secretary on Wednesday, Gavin Williamson denied leaking information about Chinese telecoms company Huawei from her National Security Council.  ",Fired UK defense minister Williamson denies Huawei leak
Steven Scheer,"May 1, 2019 /  1:11 PM / a month ago",JERUSALEM (Reuters) - E-commerce giant Amazon has reached out to Israeli retailers to enable them to sell directly to customers in Israel using its online platform. ,Amazon opens its platform to local retail market in Israel
,"April 25, 2019 /  10:20 AM / a month ago",WASHINGTON (Reuters) - Former U.S. Vice President Joe Biden on Thursday formally announced his entry into the race for the Democratic party’s presidential nomination for the 2020 election. ,Former Vice President Biden enters 2020 presidential race
"Nathan Layne,Ginger Gibson","April 24, 2019 /  8:45 PM / a month ago","WASHINGTON (Reuters) - Many left-leaning Americans regarded Special Counsel Robert Mueller as a paragon of courage and toughness, an unflinching prosecutor who would stop at nothing to ensure justice was served to President Donald Trump. ","Two years and 448 pages later, some Mueller fans ask: was he tough enough?"
"Uday Sampath Kumar,Paresh Dave","April 30, 2019 /  8:37 PM / a month ago",(Reuters) - Google parent company Alphabet Inc said on Tuesday former Chairman and Chief Executive Eric Schmidt and former Google Cloud CEO Diane Greene will step down from the search company’s board in June. ,"Former Google executives Eric Schmidt, Diane Greene to leave board"
,"May 1, 2019 /  3:55 PM / a month ago",LONDON (Reuters) - Prime Minister Theresa May said on Wednesday her government wanted to ensure any development of Britain’s telecoms networks would help build their resilience and improve cyber security. ,Improving cyber security part of development of telecoms networks: UK PM May
,"April 30, 2019 /  8:10 PM / a month ago","(Reuters) - Akamai Technologies Inc beat analysts’ estimates for first-quarter revenue and profit on Tuesday, and raised its forecast for the full-year, as it sees more demand for its cybersecurity services and traditional business of helping speed up content delivery on the web. ","Akamai beats, raises forecast on cybersecurity, content delivery demand"
Gabriela Mello,"April 30, 2019 /  10:16 PM / a month ago","SAO PAULO (Reuters) - China’s Huawei Technologies Co Ltd on Tuesday launched two high-end smartphone handsets in Brazil, making its second attempt to penetrate the world’s fourth-largest smartphone market, broadening its footprint in Latin America. ",Huawei partners with local retailers to sell flagship smartphones in Brazil
,"April 30, 2019 /  7:14 PM / a month ago","WASHINGTON (Reuters) - U.S. Attorney General William Barr has recused himself from the Justice Department’s deliberations on whether to allow T-Mobile to proceed with its $26 billion acquisition of Sprint, according to a source familiar with the decision. ","U.S. attorney general recuses self from T-Mobile, Sprint merger probe"
Carolina Mandl,"April 30, 2019 /  11:53 AM / a month ago","SAO PAULO (Reuters) - Japan’s SoftBank will invest $1 billion in Colombian delivery app Rappi, marking the first move by its newly created Innovation Fund for Latin America, according to a statement on Tuesday, confirming earlier media reports. ",Japan's SoftBank invests $1 billion in delivery app Rappi
"Steve Holland,Jeff Mason","April 24, 2019 /  10:50 PM / a month ago","WASHINGTON (Reuters) - A merit-based immigration proposal being put together by White House senior adviser Jared Kushner could lead to an increase in U.S. visas for highly skilled workers, sources familiar with the effort said on Wednesday. ",Trump immigration plan may increase visas for highly skilled workers: sources
,"May 1, 2019 /  5:35 PM / a month ago","LONDON (Reuters) - Britain’s government said on Wednesday Penny Mordaunt had been named defense secretary to replace Gavin Williamson, who was sacked over the leak of information about Chinese telecoms company Huawei. ",Britain appoints Penny Mordaunt as new defense secretary
Stephen Nellis,"May 1, 2019 /  1:14 AM / a month ago","(Reuters) - Far from being a Netflix Inc killer, Apple Inc envisions its forthcoming Apple TV+ streaming service as one that could sit alongside other services that viewers buy, Apple Chief Executive Tim Cook said on Tuesday. ","In streaming wars, Apple says it can coexist with Netflix"
